Date,Open,High,Low,Close,Adj Close,Volume
2022-09-12,110.98999786376953,111.62000274658203,109.93000030517578,110.86000061035156,110.58616638183594,22966800
2022-09-13,107.80000305175781,108.30000305175781,104.08999633789062,104.31999969482422,104.06232452392578,38172900
2022-09-14,104.56999969482422,105.27999877929688,103.66000366210938,105.0,104.74064636230469,26395100
2022-09-15,104.02999877929688,105.2699966430664,102.3499984741211,102.91000366210938,102.65580749511719,34188300
2022-09-16,102.06999969482422,103.12999725341797,100.94000244140625,102.80000305175781,102.54608154296875,42797200
2022-09-19,101.75,103.33000183105469,101.55000305175781,103.06999969482422,102.8154067993164,23036800
2022-09-20,102.08000183105469,102.37000274658203,100.5199966430664,101.13999938964844,100.89017486572266,26517100
2022-09-21,101.66999816894531,102.87999725341797,99.2699966430664,99.27999877929688,99.03477478027344,31487300
2022-09-22,98.81999969482422,101.23999786376953,98.79000091552734,100.13999938964844,99.89264678955078,34298600
2022-09-23,99.62999725341797,99.66000366210938,97.47000122070312,98.73999786376953,98.49610137939453,31625400
2022-09-26,98.0999984741211,99.87999725341797,97.80000305175781,98.16999816894531,97.9275131225586,27072700
2022-09-27,99.43000030517578,100.0,96.87000274658203,97.5,97.25917053222656,30072800
2022-09-28,97.6500015258789,100.69999694824219,97.11000061035156,100.05000305175781,99.8028793334961,32466300
2022-09-29,98.63999938964844,98.63999938964844,95.95999908447266,97.41999816894531,97.17936706542969,31047200
2022-09-30,97.05000305175781,98.9000015258789,95.55999755859375,95.6500015258789,95.41374206542969,32941500
2022-10-03,96.76000213623047,99.29000091552734,96.5199966430664,98.63999938964844,98.39635467529297,27982000
2022-10-04,100.44000244140625,101.83999633789062,100.37999725341797,101.63999938964844,101.38894653320312,28850800
2022-10-05,99.83000183105469,101.93000030517578,98.80000305175781,101.43000030517578,101.1794662475586,22176900
2022-10-06,100.68000030517578,102.93000030517578,100.58999633789062,101.41999816894531,101.16948699951172,22324000
2022-10-07,99.8499984741211,100.52999877929688,98.30000305175781,98.68000030517578,98.4362564086914,27502800
2022-10-10,99.0,99.0999984741211,97.01000213623047,97.86000061035156,97.61827850341797,18225100
2022-10-11,97.43000030517578,99.25,96.30999755859375,97.18000030517578,96.93995666503906,26507100
2022-10-12,97.30000305175781,98.75,96.73999786376953,97.55999755859375,97.31901550292969,21876400
2022-10-13,95.1500015258789,99.77999877929688,94.37999725341797,99.05999755859375,98.81531524658203,34574500
2022-10-14,99.98999786376953,100.69000244140625,96.37000274658203,96.55999755859375,96.32148742675781,25410700
2022-10-17,98.86000061035156,100.93000030517578,98.83000183105469,99.97000122070312,99.72307586669922,28419200
2022-10-18,103.12999725341797,103.47000122070312,99.97000122070312,100.7699966430664,100.5210952758789,24060700
2022-10-19,100.01000213623047,101.0199966430664,98.91999816894531,99.62999725341797,99.3839111328125,23811100
2022-10-20,100.0,102.31999969482422,99.38999938964844,99.97000122070312,99.72307586669922,25323200
2022-10-21,97.8499984741211,101.30999755859375,97.72000122070312,101.12999725341797,100.88020324707031,32458700
2022-10-24,101.80000305175781,102.75,99.9800033569336,102.5199966430664,102.26676940917969,27176400
2022-10-25,102.9000015258789,104.81999969482422,102.72000122070312,104.4800033569336,104.22193145751953,40611400
2022-10-26,96.43000030517578,98.30999755859375,94.69000244140625,94.93000030517578,94.69551849365234,88114100
2022-10-27,94.5199966430664,95.43000030517578,91.80000305175781,92.22000122070312,91.99221801757812,60710900
2022-10-28,92.2699966430664,96.55000305175781,92.12999725341797,96.29000091552734,96.05216217041016,43697300
2022-10-31,95.41999816894531,96.02999877929688,93.9800033569336,94.51000213623047,94.27655792236328,31675000
2022-11-01,95.44999694824219,96.02999877929688,90.37000274658203,90.47000122070312,90.24653625488281,47161400
2022-11-02,90.94000244140625,91.18000030517578,86.87999725341797,86.97000122070312,86.75518035888672,57038300
2022-11-03,86.31999969482422,86.5199966430664,83.33999633789062,83.43000030517578,83.22393035888672,61288000
2022-11-04,85.4000015258789,86.63999938964844,83.70999908447266,86.58000183105469,86.36614227294922,51124900
2022-11-07,87.27999877929688,88.9000015258789,86.8499984741211,88.48999786376953,88.27142333984375,34078900
2022-11-08,88.9000015258789,90.31999969482422,87.58999633789062,88.9000015258789,88.68041229248047,30429000
2022-11-09,88.44999694824219,89.44000244140625,87.27999877929688,87.31999969482422,87.10431671142578,31769100
2022-11-10,92.25,94.38999938964844,91.61000061035156,93.94000244140625,93.70796203613281,51620100
2022-11-11,94.69000244140625,96.93000030517578,93.91999816894531,96.41000366210938,96.17186737060547,33090500
2022-11-14,95.08999633789062,96.79000091552734,94.51000213623047,95.69999694824219,95.46360778808594,30179500
2022-11-15,98.26000213623047,100.13999938964844,96.70999908447266,98.44000244140625,98.19684600830078,41640800
2022-11-16,97.9000015258789,99.63999938964844,97.63999938964844,98.8499984741211,98.6058349609375,29105200
2022-11-17,96.97000122070312,99.27999877929688,96.79000091552734,98.36000061035156,98.1170425415039,26052600
2022-11-18,98.7699966430664,98.9000015258789,96.37000274658203,97.43000030517578,97.18934631347656,28342300
2022-11-21,97.29000091552734,98.4000015258789,95.36000061035156,95.5999984741211,95.36386108398438,21647400
2022-11-22,95.94999694824219,97.22000122070312,94.05000305175781,97.05000305175781,96.81028747558594,23438500
2022-11-23,97.08999633789062,98.76000213623047,97.08999633789062,98.45999908447266,98.216796875,18868100
2022-11-25,98.23999786376953,98.63999938964844,97.4000015258789,97.45999908447266,97.21926879882812,9701400
2022-11-28,97.04000091552734,97.58000183105469,95.61000061035156,96.05000305175781,95.81275939941406,26237500
2022-11-29,95.7300033569336,96.12000274658203,94.11000061035156,95.19000244140625,94.95487976074219,20061700
2022-11-30,94.81999969482422,101.04000091552734,94.41999816894531,100.98999786376953,100.74055480957031,43647500
2022-12-01,101.0199966430664,102.25,100.25,100.98999786376953,100.74055480957031,28687100
2022-12-02,99.05000305175781,100.7699966430664,98.9000015258789,100.44000244140625,100.19190979003906,21480700
2022-12-05,99.4000015258789,101.37999725341797,99.0,99.4800033569336,99.23428344726562,24405100
2022-12-06,99.30000305175781,99.77999877929688,96.41999816894531,96.9800033569336,96.7404556274414,24910700
2022-12-07,96.41000366210938,96.87999725341797,94.72000122070312,94.94000244140625,94.70549011230469,31045400
2022-12-08,95.37999725341797,95.58000183105469,93.44999694824219,93.70999908447266,93.47853088378906,32213300
2022-12-09,93.7699966430664,94.26000213623047,92.75,92.83000183105469,92.6007080078125,28225400
2022-12-12,92.70999908447266,93.55999755859375,91.61000061035156,93.30999755859375,93.07951354980469,29420000
2022-12-13,97.76000213623047,99.52999877929688,95.02999877929688,95.62999725341797,95.39379119873047,40593700
2022-12-14,95.19999694824219,96.87000274658203,93.5999984741211,95.06999969482422,94.83517456054688,28733600
2022-12-15,93.12999725341797,93.63999938964844,90.01000213623047,90.86000061035156,90.63557434082031,40107000
2022-12-16,90.76000213623047,91.33000183105469,89.5199966430664,90.26000213623047,90.03705596923828,58011800
2022-12-19,90.26000213623047,90.55999755859375,88.20999908447266,88.44000244140625,88.22154998779297,29493000
2022-12-20,88.11000061035156,89.18000030517578,87.44000244140625,89.0199966430664,88.80011749267578,23453800
2022-12-21,89.08000183105469,90.22000122070312,88.31999969482422,89.58000183105469,89.35873413085938,24745600
2022-12-22,88.16000366210938,88.54000091552734,86.31999969482422,87.76000213623047,87.54322814941406,27658300
2022-12-23,87.11000061035156,89.55000305175781,87.06999969482422,89.2300033569336,89.00959777832031,23003000
2022-12-27,88.80000305175781,88.94000244140625,87.01000213623047,87.38999938964844,87.17414093017578,20097300
2022-12-28,86.9800033569336,88.04000091552734,85.94000244140625,86.0199966430664,85.80752563476562,19523200
2022-12-29,86.62000274658203,88.8499984741211,86.61000061035156,88.44999694824219,88.23152160644531,23333500
2022-12-30,86.9800033569336,88.30000305175781,86.56999969482422,88.2300033569336,88.01206970214844,23986300
2023-01-03,89.58999633789062,91.05000305175781,88.5199966430664,89.12000274658203,88.89987182617188,28131200
2023-01-04,90.3499984741211,90.6500015258789,87.2699966430664,88.08000183105469,87.86244201660156,34854800
2023-01-05,87.47000122070312,87.56999969482422,85.9000015258789,86.19999694824219,85.98707580566406,27194400
2023-01-06,86.79000091552734,87.69000244140625,84.86000061035156,87.33999633789062,87.12425994873047,41381500
2023-01-09,88.36000061035156,90.05000305175781,87.86000061035156,88.0199966430664,87.80258178710938,29003900
2023-01-10,85.9800033569336,88.66999816894531,85.83000183105469,88.41999816894531,88.20159912109375,30467800
2023-01-11,89.18000030517578,91.5999984741211,89.01000213623047,91.5199966430664,91.29393768310547,26862000
2023-01-12,91.4800033569336,91.87000274658203,89.75,91.12999725341797,90.90489959716797,30258100
2023-01-13,90.8499984741211,92.19000244140625,90.12999725341797,92.12000274658203,91.89246368408203,26329200
2023-01-17,92.05999755859375,92.25,90.05000305175781,91.29000091552734,91.06450653076172,32602400
2023-01-18,92.13999938964844,92.80000305175781,90.63999938964844,91.12000274658203,90.89493560791016,29116700
2023-01-19,90.72000122070312,93.61000061035156,90.62999725341797,93.05000305175781,92.8201675415039,37000400
2023-01-20,95.0999984741211,98.30000305175781,95.0199966430664,98.0199966430664,97.77787780761719,63191100
2023-01-23,97.94999694824219,100.04000091552734,97.5,99.79000091552734,99.54351806640625,40005100
2023-01-24,98.0999984741211,99.61000061035156,97.19999694824219,97.69999694824219,97.45867156982422,33078500
2023-01-25,95.56999969482422,96.16000366210938,93.76000213623047,95.22000122070312,94.98480224609375,42330000
2023-01-26,96.5,97.56999969482422,95.37999725341797,97.5199966430664,97.27911376953125,30114000
2023-01-27,97.30999755859375,100.31999969482422,97.30999755859375,99.37000274658203,99.12455749511719,33879800
