Date,Open,High,Low,Close,Adj Close,Volume
2022-10-21,192.25,202.5,192.25,199.75,197.81002807617188,390478
2022-10-24,204.0,224.0,204.0,213.89999389648438,211.8225860595703,445262
2022-10-25,216.0,224.5500030517578,214.85000610351562,222.89999389648438,220.7351837158203,375704
2022-10-27,222.0,239.9499969482422,218.85000610351562,236.0,233.7079620361328,1461209
2022-10-28,236.85000610351562,241.0,231.10000610351562,236.89999389648438,234.59921264648438,535201
2022-10-31,236.0,239.35000610351562,234.1999969482422,235.14999389648438,232.8662109375,198050
2022-11-01,235.60000610351562,246.0,234.35000610351562,244.85000610351562,242.47203063964844,328112
2022-11-02,244.14999389648438,260.3500061035156,242.35000610351562,253.5500030517578,251.08750915527344,1495677
2022-11-03,250.0,250.0,224.3000030517578,229.60000610351562,227.3701171875,1215853
2022-11-04,230.14999389648438,235.5500030517578,228.0500030517578,229.8000030517578,227.56817626953125,240019
2022-11-07,231.0,244.35000610351562,231.0,241.5500030517578,239.20407104492188,472894
2022-11-09,245.9499969482422,247.0,231.6999969482422,235.6999969482422,233.41087341308594,774994
2022-11-10,228.0,229.0,221.4499969482422,222.25,220.0915069580078,322014
2022-11-11,227.9499969482422,228.0,221.39999389648438,224.60000610351562,222.41868591308594,149710
2022-11-14,224.3000030517578,230.25,224.25,228.25,226.03321838378906,162023
2022-11-15,229.0,230.25,225.35000610351562,226.39999389648438,224.20120239257812,85204
2022-11-16,226.6999969482422,228.0,222.5,225.3000030517578,223.11187744140625,169994
2022-11-17,222.25,222.60000610351562,215.6999969482422,218.4499969482422,216.32839965820312,161110
2022-11-18,218.5,221.4499969482422,217.1999969482422,219.89999389648438,217.76431274414062,109965
2022-11-21,221.25,224.8000030517578,216.14999389648438,216.9499969482422,214.84298706054688,247047
2022-11-22,217.89999389648438,220.0,217.25,219.1999969482422,217.0711212158203,52125
2022-11-23,219.3000030517578,221.0,216.0,216.4499969482422,214.34783935546875,75379
2022-11-24,216.5500030517578,217.9499969482422,214.1999969482422,215.0,212.91192626953125,67956
2022-11-25,216.9499969482422,236.5,215.1999969482422,234.5500030517578,232.2720489501953,486448
2022-11-28,235.0500030517578,241.6999969482422,231.89999389648438,233.4499969482422,231.18272399902344,255217
2022-11-29,233.4499969482422,234.75,226.60000610351562,227.5500030517578,225.3400421142578,221154
2022-11-30,228.89999389648438,237.85000610351562,228.1999969482422,235.0500030517578,232.76719665527344,447771
2022-12-01,236.1999969482422,239.5,233.35000610351562,234.6999969482422,232.42059326171875,101843
2022-12-02,234.10000610351562,236.5500030517578,231.85000610351562,232.64999389648438,230.39048767089844,137278
2022-12-05,233.0500030517578,233.64999389648438,227.75,230.4499969482422,228.2118682861328,63350
2022-12-06,231.10000610351562,234.5500030517578,229.4499969482422,232.0500030517578,229.79632568359375,78849
2022-12-07,232.0500030517578,232.25,226.60000610351562,227.4499969482422,225.24099731445312,113983
2022-12-08,227.0500030517578,228.35000610351562,226.10000610351562,226.5500030517578,224.34974670410156,74030
2022-12-09,227.0500030517578,228.4499969482422,220.1999969482422,221.89999389648438,219.74488830566406,89594
2022-12-12,222.0,224.8000030517578,218.25,221.3000030517578,219.15072631835938,96063
2022-12-13,224.9499969482422,227.75,223.0,223.75,221.57693481445312,152564
2022-12-14,225.5,226.0,222.39999389648438,223.35000610351562,221.18081665039062,49726
2022-12-15,224.0,225.3000030517578,222.0,222.3000030517578,220.14102172851562,147957
2022-12-16,221.5500030517578,223.8000030517578,217.5,218.89999389648438,216.77403259277344,69597
2022-12-19,220.0,221.10000610351562,217.5,218.5500030517578,216.4274444580078,69027
2022-12-20,218.0,218.35000610351562,214.0500030517578,215.8000030517578,213.7041473388672,116278
2022-12-21,217.0,217.9499969482422,206.5500030517578,208.0,205.97988891601562,186324
2022-12-22,208.5,210.0,201.0500030517578,203.5500030517578,201.5731201171875,174972
2022-12-23,198.9499969482422,200.3000030517578,190.64999389648438,192.5,190.63043212890625,160186
2022-12-26,192.8000030517578,204.3000030517578,192.0,201.85000610351562,199.88963317871094,305140
2022-12-27,205.0,209.85000610351562,205.0,208.60000610351562,206.57408142089844,217885
2022-12-28,207.0500030517578,209.0,206.25,207.39999389648438,205.38571166992188,117921
2022-12-29,207.0,207.0,201.89999389648438,205.10000610351562,203.10806274414062,73213
2022-12-30,207.5,209.89999389648438,203.60000610351562,205.60000610351562,203.60321044921875,51381
2023-01-02,207.10000610351562,212.60000610351562,207.10000610351562,210.10000610351562,208.05950927734375,88582
